date,cost,mult,pnl
2026-04-09,101,0.0,-101
2026-04-09,169,6.2,887
2026-04-09,125,0.0,-125
2026-04-09,117,0.0,-117
2026-04-09,91,2.8,167
2026-04-09,199,0.0,-199
2026-04-09,169,0.0,-169
2026-04-09,185,2.8,332
2026-04-09,140,0.0,-140
2026-04-09,78,18.1,1328
2026-04-09,153,0.0,-153
2026-04-09,140,0.0,-140
2026-04-10,128,17.0,2037
2026-04-10,102,0.0,-102
2026-04-10,169,11.0,1698
2026-04-10,114,0.0,-114
2026-04-10,119,0.0,-119
2026-04-10,102,2.5,155
2026-04-10,196,0.0,-196
2026-04-10,176,0.0,-176
2026-04-10,175,3.4,426
2026-04-10,195,17.8,3275
2026-04-10,142,0.0,-142
2026-04-10,126,0.0,-126
2026-04-12,4,0.0,-4
2026-04-12,11,0.0,-11
2026-04-13,191,8.9,1514
2026-04-13,96,0.0,-96
2026-04-13,186,5.7,870
2026-04-13,126,0.0,-126
2026-04-13,118,0.0,-118
2026-04-13,91,0.0,-88
2026-04-13,182,0.0,-182
2026-04-13,177,0.0,-177
2026-04-13,177,3.5,444
2026-04-13,198,13.5,2483
2026-04-13,144,0.0,-144
2026-04-13,132,0.0,-132
2026-04-14,112,3.8,317
2026-04-14,120,0.0,-120
2026-04-14,104,0.0,-104
2026-04-14,102,0.0,-102
2026-04-14,135,0.0,-135
2026-04-14,175,4.6,636
2026-04-14,101,1.3,30
2026-04-14,140,0.0,-140
2026-04-14,186,0.0,-186
2026-04-15,94,0.1,-89
2026-04-15,122,0.0,-122
2026-04-15,169,0.0,-169
2026-04-15,105,0.0,-105
2026-04-15,186,0.0,-186
2026-04-15,172,5.2,712
2026-04-15,106,0.0,-106
2026-04-15,198,0.0,-198
2026-04-15,179,0.0,-179
2026-04-16,117,3.7,313
2026-04-16,122,0.0,-122
2026-04-16,165,0.0,-165
2026-04-16,142,0.0,-142
2026-04-16,174,0.0,-174
2026-04-16,188,4.8,710
2026-04-16,107,1.2,24
2026-04-16,183,0.0,-183
2026-04-16,184,0.0,-184
2026-04-17,88,10.2,802
2026-04-17,133,0.0,-133
2026-04-17,197,0.0,-197
2026-04-17,133,0.7,-45
2026-04-17,185,0.0,-185
2026-04-17,123,3.2,274
2026-04-17,197,6.8,1149
2026-04-17,168,0.0,-168
2026-04-17,157,0.0,-157
2026-04-19,6,0.0,-6
2026-04-19,91,0.0,-91
2026-04-19,6,0.0,-6
2026-04-19,61,0.0,-61
2026-04-20,86,0.1,-81
2026-04-20,192,0.0,-192
2026-04-20,169,0.0,-169
2026-04-20,141,0.0,-141
2026-04-20,176,0.0,-176
2026-04-20,142,0.0,-142
2026-04-20,105,1.3,35
2026-04-20,73,1.8,59
2026-04-20,171,0.0,-171
2026-04-20,156,0.0,-156
2026-04-21,77,2.8,141
2026-04-21,185,0.0,-185
2026-04-21,181,0.0,-181
2026-04-21,128,0.0,-128
2026-04-21,192,0.0,-192
2026-04-21,163,0.0,-163
2026-04-21,105,0.1,-93
2026-04-21,79,7.1,477
2026-04-21,158,0.0,-158
2026-04-21,155,0.0,-155
2026-04-22,81,0.1,-76
2026-04-22,184,0.0,-184
2026-04-22,161,0.0,-161
2026-04-22,148,0.0,-148
2026-04-22,188,0.0,-188
2026-04-22,172,0.0,-172
2026-04-22,91,0.4,-52
2026-04-22,199,7.1,1207
2026-04-22,173,0.0,-173
2026-04-22,158,0.0,-158
2026-04-23,87,4.9,343
2026-04-23,108,0.0,-108
2026-04-23,175,0.0,-175
2026-04-23,95,0.0,-91
2026-04-23,200,0.0,-200
2026-04-23,163,0.0,-163
2026-04-23,89,0.6,-37
2026-04-23,182,7.7,1224
2026-04-23,171,0.0,-171
2026-04-23,161,0.0,-161
2026-04-24,115,4.0,349
2026-04-24,141,2.0,140
2026-04-24,145,0.0,-145
2026-04-24,149,0.6,-62
2026-04-24,193,0.0,-193
2026-04-24,97,0.8,-17
2026-04-24,92,0.8,-22
2026-04-24,151,0.0,-151
2026-04-24,149,0.0,-149
2026-04-26,5,0.0,-5
2026-04-26,26,0.0,-26
2026-04-26,42,0.0,-42
2026-04-27,139,0.0,-139
2026-04-27,144,0.0,-144
2026-04-27,160,0.0,-160
2026-04-27,103,0.0,-103
2026-04-27,177,0.0,-177
2026-04-27,89,0.0,-89
2026-04-27,112,0.0,-112
2026-04-27,129,0.0,-129
2026-04-27,144,0.0,-144
2026-04-28,119,0.0,-119
2026-04-28,133,0.0,-133
2026-04-28,113,0.0,-113
2026-04-28,85,0.0,-85
2026-04-28,164,0.0,-164
2026-04-28,152,0.0,-152
2026-04-28,86,0.5,-42
2026-04-28,192,2.9,364
2026-04-28,193,0.0,-193
2026-04-28,124,0.0,-124
2026-04-29,114,0.0,-114
2026-04-29,166,1.1,24
2026-04-29,127,0.0,-127
2026-04-29,112,0.0,-112
2026-04-29,89,0.5,-43
2026-04-29,194,0.0,-194
2026-04-29,96,1.1,8
2026-04-29,192,2.9,364
2026-04-29,158,0.0,-158
2026-04-29,153,0.0,-153
2026-04-30,85,5.1,345
2026-04-30,136,0.0,-136
2026-04-30,126,0.0,-126
2026-04-30,97,0.0,-97
2026-04-30,84,0.0,-84
2026-04-30,172,0.0,-172
2026-04-30,105,0.0,-105
2026-04-30,76,2.5,111
2026-04-30,176,0.0,-176
2026-04-30,169,0.0,-169
2026-04-30,187,0.0,-187
